('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         998852 function calls (974113 primitive calls) in 7.844 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
       16    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        3    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        4    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
        1    0.000    0.000    0.000    0.000 inspect.py:3373(signature)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:952(Reader)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        1    0.000    0.000    0.000    0.000 response.py:656(_flush_decoder)
        1    0.000    0.000    0.000    0.000 response.py:356(_get_decoder)
        6    0.000    0.000    0.000    0.000 cookiejar.py:637(eff_request_host)
       11    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 __meta__.py:40(Version)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:68(_invert)
        1    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        1    0.000    0.000    0.000    0.000 __init__.py:821(Prepared)
        2    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1754(__iter__)
        6    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       12    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:141(_RLock)
        1    0.000    0.000    0.000    0.000 retry.py:403(is_retry)
        2    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
       15    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 request.py:910(AbstractBasicAuthHandler)
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 functools.py:995(__init__)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        4    0.000    0.000    0.000    0.000 __init__.py:1308(append)
        1    0.000    0.000    0.000    0.000 models.py:245(CharsetMatches)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        1    0.000    0.000    0.000    0.000 ssl_.py:487(is_ipaddress)
        1    0.000    0.000    0.000    0.000 response.py:300(MultiDecoder)
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.001    0.001 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
       24    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:444(PercentStyle)
        1    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 filter.py:44(ElementFilter)
        1    0.000    0.000    0.000    0.000 selectors.py:330(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 client.py:949(_wrap_ipv6)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.002    0.002 _common.py:33(wrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        4    0.000    0.000    0.000    0.000 cookiejar.py:460(strip_quotes)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 parse.py:692(unquote)
        1    0.000    0.000    0.000    0.000 _lxml.py:478(LXMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:444(BaseCookie)
        1    0.000    0.000    0.000    0.000 calendar.py:330(TextCalendar)
        1    0.000    0.000    0.001    0.001 certs.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1031(getwriter)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
        1    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        1    0.000    0.000    0.000    0.000 element.py:314(ContentMetaAttributeValue)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.000    0.000 _warnings.py:26(MarkupResemblesLocatorWarning)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        2    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        6    0.000    0.000    0.000    0.000 cookiejar.py:969(set_ok_version)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:50(normcase)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:99(join)
        4    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        6    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 _colorize.py:13(ANSIColors)
        2    0.000    0.000    0.000    0.000 client.py:453(isclosed)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 random.py:225(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        2    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1588(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 glob.py:7(Translator)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 response.py:834(_init_length)
        1    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 _lxml.py:485(default_parser)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_ZipWriteFile)
        6    0.000    0.000    0.000    0.000 cookiejar.py:996(set_ok_name)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        6    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        4    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot_ex}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 __init__.py:86(TreeBuilderRegistry)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 parse.py:156(username)
        3    0.000    0.000    0.000    0.000 message.py:626(get_content_maintype)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ssl.py:555(options)
        1    0.000    0.000    0.000    0.000 response.py:388(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        3    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
       13    0.000    0.000    0.000    0.000 inspect.py:2807(name)
        1    0.000    0.000    0.000    0.000 request.py:60(make_headers)
        1    0.000    0.000    0.000    0.000 __init__.py:1155(BeautifulStoneSoup)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 socket.py:491(_decref_socketios)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
       12    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
        1    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.000    0.000 ssl.py:559(options)
        2    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        1    0.000    0.000    0.000    0.000 retry.py:395(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 response.py:54(ContentDecoder)
        1    0.000    0.000    0.000    0.000 response.py:374(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        7    0.000    0.000    0.000    0.000 inspect.py:2815(annotation)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1735(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 __init__.py:1278(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:449(Semaphore)
        1    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 request.py:44(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 response.py:66(DeflateDecoder)
        4    0.000    0.000    0.000    0.000 cookiejar.py:136(offset_from_tz_string)
        1    0.000    0.000    0.000    0.000 calendar.py:449(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        1    0.000    0.000    0.001    0.001 _adapters.py:149(_native)
        1    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen os>:1127(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        1    0.000    0.000    0.000    0.000 element.py:1721(Stylesheet)
        1    0.000    0.000    0.000    0.000 element.py:137(NamespacedAttribute)
        1    0.000    0.000    0.000    0.000 element.py:206(__new__)
        1    0.000    0.000    0.000    0.000 css_match.py:1571(SoupSieve)
        1    0.000    0.000    0.000    0.000 threading.py:1320(Timer)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 header.py:184(Header)
        1    0.000    0.000    0.000    0.000 header.py:417(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        4    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:49(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 _local.py:30(_PathParents)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPCookieProcessor)
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 models.py:393(prepare_method)
        1    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:969(Writer)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(FileHandler)
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
        4    0.000    0.000    0.000    0.000 filter.py:439(includes_everything)
        1    0.000    0.000    0.000    0.000 client.py:1454(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1265(_encode_request)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 __init__.py:306(PackagePath)
        1    0.000    0.000    0.000    0.000 request.py:575(BaseHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:630(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 structures.py:76(copy)
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 {method 'Close' of 'winreg.PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:183(sub)
        1    0.000    0.000    0.000    0.000 warnings.py:442(catch_warnings)
        1    0.000    0.000    0.000    0.000 element.py:3187(ResultSet)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3847(Doc)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1083(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1836(__init__)
        1    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        1    0.000    0.000    0.000    0.000 parse.py:978(urlencode)
        1    0.000    0.000    0.000    0.000 exceptions.py:196(LocationParseError)
        1    0.000    0.000    0.000    0.000 client.py:1286(_validate_host)
        1    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        1    0.000    0.000    0.000    0.000 __init__.py:2113(PyZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMACompressor)
        1    0.000    0.000    0.000    0.000 probe.py:13(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:744(Cookie)
        6    0.000    0.000    0.000    0.000 cookiejar.py:927(is_blocked)
        1    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 adapters.py:113(BaseAdapter)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        4    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 element.py:1619(PreformattedString)
        1    0.000    0.000    0.000    0.000 __init__.py:511(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 formatter.py:193(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1343(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(_StderrHandler)
        1    0.000    0.000    0.000    0.000 filter.py:211(MatchRule)
        1    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
        1    0.000    0.000    0.000    0.000 gzip.py:83(_PaddedFile)
        1    0.000    0.000    0.000    0.000 exceptions.py:261(IncompleteRead)
        1    0.000    0.000    0.000    0.000 gzip.py:502(_GzipReader)
        4    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 client.py:1532(BadStatusLine)
        1    0.000    0.000    0.000    0.000 socket.py:523(type)
        1    0.000    0.000    0.000    0.000 selectors.py:210(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
        2    0.000    0.000    0.000    0.000 response.py:554(retries)
        1    0.000    0.000    0.000    0.000 random.py:880(SystemRandom)
        1    0.000    0.000    0.000    0.000 abc.py:149(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
        1    0.000    0.000    0.000    0.000 calendar.py:46(__getattr__)
        1    0.000    0.000    0.000    0.000 request.py:396(OpenerDirector)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:553(__subclasshook__)
        1    0.000    0.000    0.000    0.000 contextlib.py:444(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:164(match)
        1    0.000    0.000    0.000    0.000 element.py:195(CharsetMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1315(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 __init__.py:1751(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Filterer)
        2    0.000    0.000    0.000    0.000 cookiejar.py:348(split_header_words)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1298(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 _warnings.py:4(GuessedAtParserWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(MaxRetryError)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 ssl.py:665(verify_flags)
        1    0.000    0.000    0.000    0.000 _base_connection.py:19(_ResponseOptions)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        2    0.000    0.000    0.000    0.000 response.py:1319(supports_chunked_reads)
        1    0.000    0.000    0.000    0.000 __init__.py:770(Lookup)
        1    0.000    0.000    0.000    0.000 poolmanager.py:506(ProxyManager)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1291(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 request.py:615(HTTPRedirectHandler)
        6    0.000    0.000    0.000    0.000 cookiejar.py:942(is_not_allowed)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1973(_caller)
        4    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:94(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 util.py:27(SelectorSyntaxError)
        1    0.000    0.000    0.000    0.000 __init__.py:1120(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 models.py:316(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:142(NewConnectionError)
        1    0.000    0.000    0.000    0.000 parse.py:193(_userinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:176(HTTPMethod)
        1    0.000    0.000    0.000    0.000 request.py:142(set_file_position)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        2    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 response.py:131(GzipDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:662(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:802(_SharedFile)
        1    0.000    0.000    0.000    0.000 _local.py:839(PosixPath)
        1    0.000    0.000    0.000    0.000 poolmanager.py:388(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:609(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 request.py:2395(ftpwrapper)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 readers.py:38(ZipReader)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        4    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        1    0.000    0.000    0.000    0.000 message.py:337(set_payload)
        1    0.000    0.000    0.000    0.000 element.py:171(AttributeValueWithCharsetSubstitution)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        1    0.000    0.000    0.000    0.000 element.py:239(XMLAttributeDict)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        2    0.000    0.000    0.000    0.000 __init__.py:1302(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:974(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 threading.py:581(Event)
        1    0.000    0.000    0.000    0.000 _lxml.py:320(close)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(RequestError)
        1    0.000    0.000    0.000    0.000 gzip.py:129(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 parse.py:175(port)
        1    0.000    0.000    0.000    0.000 parse.py:854(_Quoter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2300(IPv6Network)
        1    0.000    0.000    0.000    0.000 retry.py:33(RequestHistory)
        1    0.000    0.000    0.000    0.000 connection.py:188(host)
        1    0.000    0.000    0.000    0.000 connection.py:361(proxy_is_forwarding)
        1    0.000    0.000    0.000    0.000 _local.py:140(joinpath)
        1    0.000    0.000    0.000    0.000 __init__.py:83(InitializedState)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1076(set_ok_port)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:32(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 readers.py:22(FileReader)
        2    0.000    0.000    0.000    0.000 adapters.py:116(__init__)
        1    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 functools.py:677(cache)
        1    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        1    0.000    0.000    0.000    0.000 typing.py:539(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:420(WarningMessage)
        1    0.000    0.000    0.000    0.000 warnings.py:207(_OptionError)
