('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         998852 function calls (974113 primitive calls) in 7.844 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       43    0.000    0.000    0.000    0.000 typing.py:2696(overload)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
      111    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        3    0.000    0.000    0.037    0.012 exceptions.py:1(<module>)
       42    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.003    0.003 ssl.py:1(<module>)
    84/60    0.000    0.000    0.002    0.000 typing.py:574(__getitem__)
       67    0.000    0.000    0.200    0.003 client.py:635(_safe_read)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      692    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
    40/31    0.000    0.000    0.007    0.000 css_parser.py:746(parse_pseudo_open)
        9    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      152    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      119    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        6    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.071    0.071 ssl.py:990(_create)
        1    0.000    0.000    0.000    0.000 feedparser.py:472(_parse_headers)
      347    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        6    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 retry.py:211(__init__)
       24    0.000    0.000    0.001    0.000 typing.py:806(Optional)
      100    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
        1    0.000    0.000    0.251    0.251 connection.py:901(_ssl_wrap_socket_and_match_hostname)
       45    0.000    0.000    0.000    0.000 response.py:1328(_update_chunk_length)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      132    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        4    0.000    0.000    0.027    0.007 element.py:1266(_find_all)
        2    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    1.127    1.127 connection.py:724(connect)
      201    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       14    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
       61    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
  107/105    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
  125/107    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
      3/2    0.000    0.000    0.000    0.000 inspect.py:2487(_signature_from_callable)
        1    0.000    0.000    0.017    0.017 client.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
      233    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
      190    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:950(set_ok)
        1    0.000    0.000    0.014    0.014 ssl_.py:1(<module>)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.008    0.008 cookiejar.py:1(<module>)
        1    0.000    0.000    0.005    0.005 adapters.py:1(<module>)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:424(request)
        1    0.000    0.000    2.413    2.413 sessions.py:673(send)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    1.078    1.078 connection.py:540(getresponse)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       11    0.000    0.000    0.000    0.000 queue.py:137(put)
        1    0.000    0.000    0.069    0.069 client.py:213(_read_headers)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
       51    0.000    0.000    0.000    0.000 enum.py:1439(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
      125    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.013    0.013 cd.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
       28    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.002    0.002 retry.py:1(<module>)
      122    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        7    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        6    0.000    0.000    0.000    0.000 client.py:1294(putheader)
        1    0.000    0.000    0.022    0.022 css_parser.py:428(CSSParser)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1487(_cookie_from_cookie_tuple)
    12/11    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       54    0.000    0.000    0.000    0.000 __init__.py:305(escape)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        1    0.000    0.000    0.005    0.005 _typing.py:1(<module>)
        1    0.000    0.000    2.206    2.206 connectionpool.py:592(urlopen)
        9    0.000    0.000    0.000    0.000 inspect.py:2754(__init__)
        1    0.000    0.000    0.057    0.057 formatter.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
       87    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
       12    0.000    0.000    0.000    0.000 queue.py:177(get)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.877    0.877 connection.py:27(create_connection)
        2    0.000    0.000    0.020    0.010 api.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.000    0.000 inspect.py:1331(getfullargspec)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        1    0.000    0.000    1.078    1.078 client.py:324(begin)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.006    0.006 sessions.py:1(<module>)
        1    0.000    0.000    0.808    0.808 socket.py:960(getaddrinfo)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    2.205    2.205 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       49    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
      266    0.000    0.000    0.000    0.000 enum.py:1217(__init__)
        1    0.000    0.000    0.011    0.011 compat.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
       41    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1600(make_cookies)
       16    0.000    0.000    0.009    0.001 css_parser.py:1149(process_selectors)
        8    0.000    0.000    0.000    0.000 message.py:500(get)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
        1    0.000    0.000    2.207    2.207 adapters.py:590(send)
       16    0.000    0.000    0.021    0.001 css_parser.py:306(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       32    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.001    0.001 readers.py:1(<module>)
      160    0.000    0.000    0.000    0.000 <frozen os>:735(__iter__)
       29    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        2    0.000    0.000    0.027    0.014 element.py:3024(find_all)
        8    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        7    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _local.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.877    0.877 connection.py:198(_new_conn)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.008    0.008 _lxml.py:1(<module>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        5    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        1    0.000    0.000    1.008    1.008 client.py:291(_read_status)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.249    0.249 ssl_.py:413(ssl_wrap_socket)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
      129    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.023    0.023 _base_connection.py:1(<module>)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1681(extract_cookies)
        1    0.000    0.000    0.027    0.027 _request_methods.py:1(<module>)
       13    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
       28    0.000    0.000    0.000    0.000 _collections.py:306(add)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.015    0.007 parser.py:1(<module>)
        5    0.000    0.000    0.000    0.000 feedparser.py:102(push)
    12/11    0.000    0.000    0.008    0.001 <frozen importlib._bootstrap_external>:1326(exec_module)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2392(_IPv6Constants)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      146    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       10    0.000    0.000    0.002    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:426(_default_mime_types)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:689(HTTPResponse)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
       51    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       10    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        4    0.000    0.000    0.000    0.000 message.py:535(get_all)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
      129    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001E447F8D120}
        4    0.000    0.000    0.027    0.007 filter.py:163(find_all)
        1    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
        4    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
       35    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
        7    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
        1    0.000    0.000    0.000    0.000 _collections.py:341(extend)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
       15    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
      129    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      111    0.000    0.000    0.000    0.000 enum.py:1337(value)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
      129    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
       39    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
       13    0.000    0.000    0.000    0.000 parse.py:875(quote)
      129    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       12    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    2.414    2.414 sessions.py:500(request)
        1    0.000    0.000    0.001    0.001 pretty.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.001    0.001 connection.py:114(_has_ipv6)
       11    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _lxml.py:458(doctype)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
       26    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       12    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.001    0.001 utils.py:207(get_netrc_auth)
      133    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       25    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        5    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        6    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        8    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        2    0.000    0.000    0.027    0.014 element.py:2957(find)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:346(__init__)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1357(add_cookie_header)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        6    0.000    0.000    0.000    0.000 connection.py:410(putheader)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       35    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
      135    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 response.py:722(__init__)
        1    0.000    0.000    0.002    0.002 _abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:3042(__init__)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 _lxml.py:178(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_isdir}
        8    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1579(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
       36    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        6    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        1    0.000    0.000    0.000    0.000 _lxml.py:164(parser_for)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.001    0.001 adapters.py:336(build_response)
        2    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    2.415    2.415 api.py:62(get)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.071    0.071 ssl.py:449(wrap_socket)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 response.py:466(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    2.415    2.415 api.py:14(request)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.011    0.011 css_parser.py:326(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 client.py:867(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    1.078    1.078 client.py:1386(getresponse)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        6    0.000    0.000    0.000    0.000 cookiejar.py:727(is_third_party)
        1    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:375(close)
        4    0.000    0.000    0.000    0.000 message.py:602(get_content_type)
        1    0.000    0.000    0.009    0.009 _policybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        7    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
      100    0.000    0.000    0.000    0.000 enum.py:921(<lambda>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:997(TracebackException)
        1    0.000    0.000    0.010    0.010 feedparser.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1904(_split_scope_id)
       23    0.000    0.000    0.000    0.000 queue.py:305(_qsize)
       47    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.050    0.050 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
       41    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        1    0.000    0.000    0.000    0.000 __init__.py:1847(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
       40    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        6    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        3    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        4    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
        1    0.000    0.000    0.002    0.002 core.py:21(where)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        4    0.000    0.000    0.000    0.000 element.py:3195(__init__)
        1    0.000    0.000    0.000    0.000 _lxml.py:79(LXMLTreeBuilderForXML)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:686(SpooledTemporaryFile)
        6    0.000    0.000    0.000    0.000 cookiejar.py:692(reach)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    2.416    2.416 financial.py:20(request_url)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
       38    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       24    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        6    0.000    0.000    0.000    0.000 cookiejar.py:551(domain_match)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       32    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
       18    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        1    0.000    0.000    1.127    1.127 connectionpool.py:1085(_validate_conn)
